host,process,step_number,step_dates,step_title,step_description
https://decidim.santcugat.cat,mira-sol,1,01-02-2020 - 01-03-2020,,"Durant el febrer, s'ha realitzat una sessió de diagnosi a cada barri  per a detectar les necessitats i concretar les línies de treball prioritàries de cada barri"
https://decidim.santcugat.cat,mira-sol,2,05-03-2020 - 31-03-2020,,"Durant el mes de març, partint de les necesitats detectades en la sessió de diagnosi, s'ha realitzat un debat virtual per a concretar les línies estratègiques de cada barri i elaborar el Programa de Barri. Aquest document orienta l'acció del Consell de Barri, del govern municipal i les propostes del pressupost participatiu."
https://decidim.santcugat.cat,mira-sol,3,15-05-2020 - 21-06-2020,,"En aquesta fase, pots presentar propostes per al teu barri! les propostes poden ser:Inversions amb visió de barri o de centre:Projectes que perduren en el tempsCost màxim: 50.000 € (o 150.000 € si és per més barris del centre)Poden ser: intervencions en edificis o espai públic, mobiliari i art urbà, elements per la cura o l’esport, millores en espais naturals...Propostes de pressupost ordinari per al veïnat:Actuacions no materials que es fan en un moment concret.Cost màxim: 5.000 € (o 15.000 € si és per més barris del centre).Poden ser: esdeveniments i programes culturals, socials o educatius; accions de formació, sensibilització o comunicació; estudis sobre la ciutat...Totes les propostes que es presentin es validaran a nivell tècnic i del Consell de Barri i totes les que siguin vàlides es presentaran, debatran i treballaran els propers mesos en un taller ciutadà amb l’objectiu de poder fer la votació ciutadana al novembre."
https://decidim.santcugat.cat,mira-sol,4,01-06-2020 - 30-06-2020,,"En aquesta fase, els i les tècniques municipals validen que les propostes siguin tècnicament viables, atenent als criteris següents:Correspondre’s a una o diverses línies estratègiques del barriTenir visió de barri (les propostes de barri) o tenir visió de centre (les propostes de centre)Ser valorables i viables econòmicament.Ser realitzables tècnicament.Executables en un any les propostes d’ordinari, i executables en dos anys les propostes d’inversió.Respectar el marc jurídic i legal existent.Ser de competència municipal.No contradir els plans aprovats.No contemplar subvencions a entitats ni el finançament de projectes no municipals ja existents.No ser una intervenció de manteniment.No representar una actuació que precisa de continuïtat en el temps més enllà del pressupost assignat.Quedaran exclosos:Les propostes que ja tinguin alguna partida pressupostària o estiguin previstos per part del serveis municipals.Les propostes que discriminin a les persones per la seva condició socioeconòmica, d’origen, de gènere o que impliqui algun tipus d'impacte negatiu sobre el medi ambient.Les propostes vinculades a un proveïdor, empresa o marca concreta.La compra de material o equipament d’ús comunitari que no s’ubiqui en un equipament municipal i el departament corresponent no en pugui assumir la gestió i el manteniment."
https://decidim.santcugat.cat,mira-sol,5,01-07-2020 - 30-09-2020,,"Totes les propostes que siguin vàlides tècnicament es presentaran, debatran i treballaran en  un taller amb veïns i veïnes del barri amb l’objectiu de validar-es i,si fos necessari per que hi ha masses propostes, prioritzar les que es porten a votació."
https://decidim.santcugat.cat,mira-sol,6,01-11-2020 - 15-11-2020,,"En aquesta fase, tota la ciutadania de Sant Cugat podrà votar els projectes que vol que es facin en el seu barri."
https://decidim.santcugat.cat,mira-sol,7,01-12-2020 - 31-12-2021,,"A partir de desembre de 2020, començarà l'execució dels projectes guanyadors. Per a cada projecte es crearà una comissió de seguiment, fomada per les persones proposants, personal municipal i entitats i veïnat interessat en el projecte.El temps estimat per a l'execució de projectes amb un valor inferior a 50.000 euros és d'un any. Els projectes amb imports superiors a 50.000 s'han de contractar mitjançant el procediment de licitació pública i el temps estimat per a la seva execució és de 2 anys."
https://decidim.santcugat.cat,nucliantic,1,01-02-2020 - 01-03-2020,,"Durant el febrer, s'ha realitzat una sessió de diagnosi a cada barri  per a detectar les necessitats i concretar les línies de treball prioritàries de cada barri"
https://decidim.santcugat.cat,nucliantic,2,05-03-2020 - 31-03-2020,,"Durant el mes de març, partint de les necesitats detectades en la sessió de diagnosi, s'ha realitzat un debat virtual per a concretar les línies estratègiques de cada barri i elaborar el Programa de Barri. Aquest document orienta l'acció del Consell de Barri, del govern municipal i les propostes del pressupost participatiu."
https://decidim.santcugat.cat,nucliantic,3,15-05-2020 - 21-06-2020,,"En aquesta fase, pots presentar propostes per al teu barri! les propostes poden ser:Inversions amb visió de barri o de centre:Projectes que perduren en el tempsCost màxim: 50.000 € (o 150.000 € si és per més barris del centre)Poden ser: intervencions en edificis o espai públic, mobiliari i art urbà, elements per la cura o l’esport, millores en espais naturals...Propostes de pressupost ordinari per al veïnat:Actuacions no materials que es fan en un moment concret.Cost màxim: 5.000 € (o 15.000 € si és per més barris del centre).Poden ser: esdeveniments i programes culturals, socials o educatius; accions de formació, sensibilització o comunicació; estudis sobre la ciutat...Totes les propostes que es presentin es validaran a nivell tècnic i del Consell de Barri i totes les que siguin vàlides es presentaran, debatran i treballaran els propers mesos en un taller ciutadà amb l’objectiu de poder fer la votació ciutadana al novembre."
https://decidim.santcugat.cat,nucliantic,4,01-06-2020 - 30-06-2020,,"En aquesta fase, els i les tècniques municipals validen que les propostes siguin tècnicament viables, atenent als criteris següents:Correspondre’s a una o diverses línies estratègiques del barriTenir visió de barri (les propostes de barri) o tenir visió de centre (les propostes de centre)Ser valorables i viables econòmicament.Ser realitzables tècnicament.Executables en un any les propostes d’ordinari, i executables en dos anys les propostes d’inversió.Respectar el marc jurídic i legal existent.Ser de competència municipal.No contradir els plans aprovats.No contemplar subvencions a entitats ni el finançament de projectes no municipals ja existents.No ser una intervenció de manteniment.No representar una actuació que precisa de continuïtat en el temps més enllà del pressupost assignat.Quedaran exclosos:Les propostes que ja tinguin alguna partida pressupostària o estiguin previstos per part del serveis municipals.Les propostes que discriminin a les persones per la seva condició socioeconòmica, d’origen, de gènere o que impliqui algun tipus d'impacte negatiu sobre el medi ambient.Les propostes vinculades a un proveïdor, empresa o marca concreta.La compra de material o equipament d’ús comunitari que no s’ubiqui en un equipament municipal i el departament corresponent no en pugui assumir la gestió i el manteniment."
https://decidim.santcugat.cat,nucliantic,5,01-07-2020 - 30-09-2020,,"Totes les propostes que siguin vàlides tècnicament es presentaran, debatran i treballaran en  un taller amb veïns i veïnes del barri amb l’objectiu de validar-es i,si fos necessari per que hi ha masses propostes, prioritzar les que es porten a votació."
https://decidim.santcugat.cat,nucliantic,6,01-11-2020 - 15-11-2020,,"En aquesta fase, tota la ciutadania de Sant Cugat podrà votar els projectes que vol que es facin en el seu barri."
https://decidim.santcugat.cat,nucliantic,7,01-12-2020 - 31-12-2021,,"A partir de desembre de 2020, començarà l'execució dels projectes guanyadors. Per a cada projecte es crearà una comissió de seguiment, fomada per les persones proposants, personal municipal i entitats i veïnat interessat en el projecte.El temps estimat per a l'execució de projectes amb un valor inferior a 50.000 euros és d'un any. Els projectes amb imports superiors a 50.000 s'han de contractar mitjançant el procediment de licitació pública i el temps estimat per a la seva execució és de 2 anys."
